x	y
2.380768436	34.9139517
2.381247617	20.9306746
2.387560795	12.8280156
2.395765609	24.1558829
2.450372847	1.0246323
2.461244182	20.3086878
2.462495603	18.3366766
2.470591736	9.6219252
2.471098010	17.8565864
2.486733799	6.5002865
2.501064206	22.5673976
2.505102688	20.3999911
2.507668966	21.2105997
2.511382839	15.7520809
2.548256237	18.9476819
2.551802385	7.7275067
2.555640708	28.1459691
2.560502409	-1.8202667
2.574837005	16.4180311
2.575675496	11.0708586
2.592539310	20.7125979
2.610417891	6.5267319
2.625688370	12.7798579
2.625931387	-2.9631974
2.628385446	-5.9543891
2.644205540	6.3083680
2.655082196	-6.8257530
2.655721889	13.0288431
2.670350699	15.1900199
2.676418510	16.1417946
2.680299098	9.1946373
2.684242176	15.5646730
2.694308476	18.3634466
2.700350764	7.5680499
2.723161317	14.2073834
2.732849496	9.2743058
2.751491847	15.4250365
2.753504533	-6.6932790
2.759241119	6.2845608
2.768787835	0.9024345
2.769805966	7.8746631
2.770859920	10.0025217
2.786784451	11.3098265
2.788570020	0.7264010
2.815070353	4.6407051
2.843994573	8.2742642
2.845452726	7.0127918
2.852305467	6.2355613
2.867565691	-4.1868446
2.884082103	-2.4954562
2.899188038	-14.4226657
2.901859719	-1.2472439
2.911019495	-2.8866063
2.944753706	8.2170740
2.945332634	-12.4643174
2.945843409	11.1979106
2.949633664	-2.2731664
2.959246915	-8.5945517
2.978995554	11.7320419
3.008908487	-2.1511885
3.024465544	-7.2275253
3.032964282	4.4610064
3.034067289	-5.7780834
3.040472295	-15.8127517
3.047043942	13.4266717
3.060850285	-3.1040076
3.095775200	-4.1412382
3.135975685	-17.2836310
3.136932810	-15.3000553
3.138684516	-5.9262643
3.164830806	-12.7811143
3.171826995	2.5871102
3.179524944	2.9205969
3.183722841	-1.9207243
3.184040186	7.3399319
3.188122995	-4.6873860
3.191323399	4.2749554
3.226703340	2.4529602
3.234146407	6.9493273
3.239904523	-2.5811900
3.241546245	-18.8706168
3.248615407	-1.2524523
3.259192444	2.2196756
3.278881595	-14.0418186
3.287677329	1.3699136
3.291374326	-14.4148084
3.305478699	-3.2671722
3.309709490	8.9838084
3.316537919	-10.6600097
3.337942387	-21.1272506
3.344026466	-34.0530162
3.359967847	-6.9668840
3.360282381	-9.5654013
3.369659230	-6.4165718
3.378261237	-9.1202571
3.378453825	-10.6064296
3.412294276	-12.2566762
3.416672719	-18.4126826
3.444347049	1.4777851
3.445659254	-14.9712169
3.456767516	-4.5950743
3.467523046	-16.2032959
3.469902650	-19.0840655
3.473078851	-32.0726904
3.490162732	-7.8725260
3.493819083	-10.9172331
3.504799812	-11.6304762
3.512368510	-1.7143233
3.523016840	-8.7310525
3.525524966	-16.1412788
3.543085202	-18.5538507
3.553981879	-10.3622872
3.555170863	-3.7165498
3.566074905	-6.0515061
3.570207865	-16.2450492
3.574312122	-21.6176700
3.578046535	-17.7895802
3.580802572	-11.4659996
3.583419838	-11.0671605
3.590243154	-5.1140218
3.598442229	-18.8860038
3.610173468	-14.2543520
3.626402174	-5.5590809
3.631832313	-7.7855284
3.644520037	-19.2923105
3.664064084	-17.8274246
3.676457426	-25.7337404
3.684842610	-10.0059510
3.696298150	-14.4435266
3.706692851	-8.4344262
3.747041810	-7.2357695
3.799648590	-21.2677836
3.801645560	-8.0577975
3.811626604	-4.0094112
3.814395149	-35.4952201
3.828601022	-16.5785793
3.839584349	-12.8970881
3.845769365	-17.1568124
3.864199698	-12.3008280
3.866578767	-13.1381702
3.874284606	-21.4003850
3.875257471	-24.1811100
3.876799897	-27.2589745
3.882309156	-8.6772008
3.898668378	5.5034963
3.907282690	-16.0171792
3.907384493	-20.4635200
3.914576969	-23.2980157
3.917041069	-4.6548770
3.927392270	-23.6066006
3.929327426	-3.4949059
3.947732914	-25.7960639
3.949179952	-22.4859306
3.966294264	-27.1187007
3.968303970	-19.9755092
3.969023903	-6.7144001
3.970928085	-7.5542848
3.976805150	-24.1808907
3.981235551	-11.5684897
3.985656863	-18.8739425
4.005369206	-12.7925402
4.041464108	-15.1514254
4.056226145	-0.9525073
4.073039759	-7.8456854
4.075422045	-9.0721881
4.085824781	1.7791036
4.091092369	-17.4048880
4.091198519	-27.6538513
4.093080291	1.6318025
4.094867771	-32.2063279
4.107507514	-10.8550901
4.131851057	-5.6533911
4.134325099	-27.4575702
4.144117008	-14.4036420
4.155632819	-2.4835549
4.191387270	-18.6496827
4.199459299	-17.0987632
4.209080003	-13.5630449
4.214672232	-15.7837657
4.243646518	-9.7535250
4.245941527	-5.1608197
4.248901741	-28.2515713
4.254894054	-19.2696297
4.255479248	-11.7526497
4.275733649	-30.2625267
4.279868100	-8.4327086
4.290237620	-15.0837095
4.310044197	-4.0543861
4.312273718	-19.1488579
4.339512521	-15.3021669
4.348818748	-33.7670681
4.354205150	-6.4216440
4.374118596	-21.4343990
4.382732988	-8.5483381
4.419317571	-18.5803406
4.422565477	-14.0723193
4.427543001	-4.2134669
4.427846938	0.9280752
4.432857013	-16.5419959
4.432998407	-3.0959977
4.442110455	-20.4605683
4.447305561	-23.8598115
4.453701784	-5.4116259
4.465795378	-3.0529555
4.472658206	-5.2359335
4.475521960	-14.8037067
4.505574242	-6.5474978
4.512601020	0.9554825
4.516190097	-11.0328791
4.526463286	-12.7128039
4.527589004	-16.0188521
4.531305688	-13.8582689
4.532039191	-3.7375191
4.532326141	7.9385988
4.541788981	-13.8972280
4.542192232	15.1039220
4.547464566	-2.0104655
4.551702468	9.2371955
4.553321579	-4.3162098
4.557002010	-13.9976019
4.585691525	-3.8126835
4.629268653	5.9536869
4.631457569	-7.4156784
4.640197046	-18.8653383
4.647795476	-2.0609573
4.662412547	2.2661110
4.664651200	-10.9833326
4.677808655	-9.7398255
4.695134563	-1.9285360
4.698000238	3.3940396
4.702748768	2.4161665
4.715300694	10.0254339
4.717101497	-21.8081415
4.719014617	-25.2290670
4.722681085	-14.8396454
4.724107750	-0.5812445
4.744489151	6.7085088
4.760437577	3.6875273
4.763567217	-22.6591656
4.769357904	1.1346406
4.795043566	-2.0200637
4.797970473	-6.1837706
4.799138540	-3.7529761
4.821330477	-0.6314800
4.839707606	7.0503180
4.849082027	-10.5033116
4.858419988	22.3001237
4.867179946	-2.1652074
4.867373533	4.8463808
4.867468709	-2.9731252
4.871690290	19.3182882
4.879070933	-18.9249865
4.881794951	-14.1734461
4.882913723	16.3900146
4.903932570	-8.1787815
4.905132018	12.7287190
4.913636795	-12.3616562
4.914109653	14.4992451
4.921585522	-1.9860467
4.930684213	2.6100765
4.930871660	3.7858547
4.956665407	-0.8777260
4.963693789	8.9917712
4.993367200	20.1520392
4.995784906	-5.7926374
5.013627156	9.7276528
5.013951105	8.1840465
5.023895842	6.8723811
5.044961763	15.6618308
5.067872563	-3.5034764
5.073873205	10.8575683
5.082229916	5.5416567
5.098723860	-4.4951480
5.120323428	5.0331919
5.125638389	7.1361033
5.129106457	-2.4677030
5.154320628	8.8947482
5.154622085	24.0526053
5.161895677	12.6419347
5.195265750	12.2653387
5.195753516	10.4119133
5.204153671	-3.7662525
5.209067911	0.4252663
5.214469822	4.1727553
5.269096685	3.0950903
5.275325123	14.7165452
5.279599843	8.0078678
5.281271706	15.7699852
5.298150068	13.5046815
5.305752186	19.9366467
5.321000796	0.6771685
5.327568618	2.2952187
5.334759315	25.1609353
5.358145966	15.2473048
5.372196904	-0.9534009
5.373599948	6.9867797
5.389182530	13.9256022
5.392899092	30.1282105
5.398095928	39.1896511
5.444775810	15.1788467
5.455095801	16.7081840
5.468101387	8.4148931
5.481901802	34.1693208
5.497947256	19.8813664
5.497993333	7.6877433
5.518681351	0.6924804
5.549225539	22.0120407
5.551115002	2.6283134
5.551611050	5.5853857
5.555311432	2.6519504
5.564587321	13.1027994
5.571585088	34.5075050
5.591728266	12.4101867
5.601281114	28.5150711
5.631854308	14.1939431
5.651958161	28.7153146
5.658771116	8.5033657
5.662726751	23.0492587
5.706060468	27.4468265
5.711750919	34.1451109
5.731883708	21.5458422
5.738226760	20.0409049
5.742837407	25.2461745
5.744543113	12.2271513
5.748192321	25.3226271
5.750216611	15.0010325
5.772544346	27.5260602
5.789789509	41.7112517
5.793887544	27.7588720
5.797723189	44.3744235
5.819763727	16.7160436
5.825741759	18.5697347
5.834911547	12.4994733
5.841794149	18.9933986
5.847435093	8.4483596
5.854684855	14.2452438
5.870478705	21.2028158
5.875318979	22.7308695
5.922261777	18.3628003
5.947573138	23.1603039
5.951516230	14.7883016
5.956854888	21.7978238
5.957515144	25.1674307
5.978530368	10.2712732
5.980214186	33.2268836
5.986724144	32.6856918
5.989141793	17.0674967
6.002329288	23.8222473
6.028288556	37.2264864
6.038496890	45.5070760
6.050876267	4.2415257
6.075679210	17.5527781
6.086869009	27.8085000
6.089121958	19.8188382
6.114864463	23.7475345
6.117008578	21.5462486
6.127585918	12.5257972
6.133570755	22.6513666
6.137699501	18.3964752
6.140953726	-1.3523871
6.141238550	21.9286159
6.146778665	30.2022837
6.148168226	38.7877432
6.160584418	35.0811812
6.162904564	30.7319972
6.171710305	26.0842955
6.175918865	33.6625743
6.195835383	40.5525367
6.228985733	36.7122970
6.230316977	29.9949649
6.239665025	41.4484374
6.254065102	26.3575381
6.255970283	13.5854677
6.280331656	13.8302466
6.296958972	18.2809790
6.297680829	9.9754058
6.300685480	33.8956669
6.321315700	22.5379343
6.328034278	26.2991016
6.334726834	31.3160124
6.345584411	3.3686529
6.348951948	14.4655356
6.349566237	15.3553988
6.356794790	33.9240431
6.357150285	29.4958460
6.360275378	42.0248274
6.363648295	7.1334149
6.382406484	25.4097299
6.404120009	20.7309814
6.424137345	25.2209839
6.429058639	20.9518406
6.444959745	27.1351509
6.447053654	21.7777083
6.452437744	17.7767595
6.454518538	23.2536299
6.471286276	34.5201103
6.474361748	31.4101418
6.478277859	17.3978100
6.488912730	9.7976573
6.488944062	28.3800191
6.493655243	12.8981640
6.503315582	19.9016269
6.520536565	11.6069985
6.525141050	20.5299703
6.541084028	20.8232089
6.563691476	14.8338286
6.567099956	32.4727173
6.587371093	16.1175772
6.593836695	27.0708133
6.600025080	39.9180724
6.603912937	40.0659497
6.606853975	31.4607125
6.619299853	23.4513895
6.633598842	25.7544621
6.637056253	22.7114283
6.644912325	15.5531101
6.660769538	17.6526747
6.685836622	34.5179958
6.687929698	26.3106580
6.716430197	23.8291003
6.717089934	37.5024622
6.738496141	27.1737189
6.740541542	18.8337965
6.752935154	17.3962414
6.756407893	22.7781470
6.756898121	26.4379749
6.761508666	13.1060730
6.765148228	0.9865934
6.768605935	21.7711896
6.774358754	29.6045841
6.783616680	20.7689284
6.785758366	20.5323961
6.787095084	18.9736929
6.791552876	29.4375271
6.803918825	20.4882377
6.805803946	26.0036143
6.816558512	30.6901779
6.832127755	28.0464337
6.852185957	20.4371390
6.869182743	26.1883361
6.885855028	24.7107734
6.886119577	16.4207364
6.901803229	23.2315396
6.909046303	19.8364784
6.912711691	22.5753139
6.913779727	20.9420665
6.929584122	23.2045030
6.930603215	18.0297607
6.962632325	19.3488523
6.972537695	15.7637346
6.977349289	20.3766182
6.985467621	23.3413105
6.990783568	17.5391220
6.996418948	8.3292749
6.999059415	22.5435230
7.001195869	14.5518342
7.001335074	22.2002926
7.010574592	30.0541952
7.011622877	20.7863389
7.025050831	22.7313652
7.039371470	28.7491197
7.044018274	21.0436214
7.049598270	15.1440399
7.057747818	6.6253205
7.107074787	14.4168430
7.107501177	21.1629182
7.112478602	30.3657778
7.113726339	20.2088074
7.124236785	18.9384846
7.130180758	17.6418775
7.155121374	26.4983941
7.173402954	22.2539739
7.174632451	13.8399867
7.206636679	26.4103721
7.207009704	17.1927591
7.207331220	4.7285857
7.227068644	27.8319908
7.238393254	22.0510520
7.252525301	7.3353803
7.262859067	10.2675758
7.268924762	11.6798954
7.294608380	11.8204748
7.304027367	20.2121112
7.353694751	13.5812767
7.357724693	16.7309093
7.370809405	22.5154393
7.381660063	8.6999035
7.398610075	9.2767890
7.417475972	27.6601978
7.427214580	14.9175028
7.431551155	20.7214900
7.434777906	8.1770576
7.446959445	10.1152306
7.465242299	17.2739616
7.477859547	11.2533994
7.488302588	9.7223452
7.490603297	13.5234580
7.500845471	12.2090124
7.503794965	13.3083275
7.504144548	6.6875008
7.504708152	7.7341753
7.525679427	21.9321475
7.539551649	12.1284430
7.539812480	21.7915640
7.540039576	20.1663874
7.563899970	2.7809964
7.564646876	17.8614201
7.577712776	10.6113623
7.599184217	11.3914684
7.601425268	5.1279926
7.613313589	17.2234163
7.624100072	18.9529307
7.629425267	24.5393756
7.662059732	21.4897269
7.670406757	3.1442262
7.672595014	10.9176249
7.682125380	7.7367946
7.704642927	11.6194830
7.705283680	15.7592187
7.717433462	1.9030632
7.720335468	12.0547688
7.733904736	23.6740787
7.735420186	2.8488900
7.739055697	13.8649743
7.743666102	13.5407812
7.757546888	4.6127864
7.785887599	11.0635126
7.796219077	14.4588170
7.818111486	8.6615146
7.831555356	9.3140215
7.847998347	16.6227239
7.866999984	8.0411187
7.878348001	13.4833133
7.904935793	9.6469176
7.905514019	10.0827936
7.928126028	6.7151399
7.936093390	14.2206953
7.937970473	2.2228387
7.949492887	16.9955016
7.953169262	7.4297893
7.992515524	7.8970453
8.036774795	10.7469971
8.037263658	15.1902838
8.063840205	11.6289861
8.074507795	16.2687823
8.079352009	12.8551485
8.102866188	11.1118497
8.118798384	22.2413516
8.119146838	11.4017397
8.124023541	13.4635047
8.133785320	14.8615986
8.142885945	6.9059753
8.146762550	5.3854040
8.159563623	3.4783266
8.160760694	8.0815219
8.161342139	13.9693240
8.202416853	20.5373169
8.208506731	13.5501854
8.208553633	10.6840493
8.225666126	2.7399840
8.227892583	4.1339602
8.237454824	23.7188221
8.241917649	17.3156873
8.245331503	17.5578853
8.250966573	15.4427546
8.255102898	14.1200751
8.268433977	13.7690987
8.268702461	5.4798788
8.269302468	9.5409859
8.274188854	7.3988178
8.278152177	14.7724084
8.279482923	14.0211478
8.293434177	12.3479272
8.300256066	13.5523171
8.308219544	16.1948499
8.324580339	14.4513019
8.327491577	6.8188795
8.330874832	16.3655370
8.332078862	9.3472607
8.335940896	9.6142731
8.341325920	14.8412692
8.348439413	12.9164758
8.350667057	15.9074423
8.353510587	9.6501211
8.354614072	15.1626314
8.358857031	13.8917482
8.370360851	9.5156906
8.375176701	10.5040860
8.387096436	4.0798138
8.388996674	12.3923145
8.417781857	18.6505730
8.421793852	9.3454528
8.425299157	16.8498991
8.441628546	12.8356862
8.443901641	19.8566736
8.446058799	16.7778065
8.451134283	16.1393347
8.455636264	7.0940688
8.466149571	9.3229508
8.477930205	12.6543276
8.495716858	16.9050319
8.497556571	21.9460232
8.520800727	13.1209421
8.532051113	23.6463367
8.545423762	19.2405073
8.552571163	12.4674459
8.563238438	23.8626849
8.586722394	17.3006997
8.622811867	21.9457385
8.639976727	23.5296181
8.664345786	20.3283368
8.668489668	25.6952807
8.695462572	26.7926460
8.703946960	33.2927765
8.718775415	19.2410853
8.742544202	30.0360302
8.776188646	25.2463424
8.777824237	19.8478568
8.786894986	24.6056436
8.789347410	26.6774189
8.791717521	24.1870239
8.813849976	33.9879195
8.815990777	28.0530447
8.817086529	29.7114919
8.817205534	30.0755935
8.827092412	20.9289394
8.830547652	29.9684346
8.840573241	31.9114011
8.842231887	32.0877808
8.847238603	28.0247772
8.848124747	23.2991123
8.850358916	19.6789040
8.853440699	22.7318238
8.868885844	25.5018948
8.870393767	33.7075662
8.878697716	36.8144050
8.882176105	23.1691604
8.884892671	27.7992068
8.889628202	27.2522943
8.895906208	25.2714666
8.902071146	30.3138690
8.910683061	25.4211983
8.920130832	30.3614555
8.921899691	32.6217741
8.922595547	26.1202712
8.930837302	32.5211000
8.958233001	30.6161367
8.970340278	35.0840562
8.993756981	31.4236775
8.997540963	31.3654002
8.998515320	24.9393780
9.001413276	33.0039657
9.001871550	36.7466627
9.013791108	31.3540419
9.018795609	35.1411729
9.028931395	36.0853968
9.044873179	35.8509955
9.086119386	32.4256210
9.097259524	38.7814803
9.103898774	42.4344938
9.105366326	31.5673479
9.111879950	36.3666809
9.112590752	37.0776877
9.131429251	34.2132590
9.133012034	40.9904482
9.152564202	46.8336328
9.153805270	37.6980413
9.158716169	33.6706240
9.168757745	37.5575312
9.173297670	32.7842148
9.178143742	39.5058559
9.185735667	41.9611215
9.191270901	46.3035088
9.192369371	34.8467323
9.194318941	41.4174662
9.199759206	41.1637385
9.202377440	41.8516404
9.216464723	38.1457337
9.219905674	46.3187621
9.220188588	40.4034120
9.253094704	44.0744423
9.258603335	44.3154185
9.273359040	46.7078248
9.283003118	39.7453705
9.285837407	46.6829583
9.289427137	41.6497446
9.293461849	36.5951427
9.298581057	43.6451920
9.304594710	54.7158013
9.316385016	47.8062919
9.330338393	46.3430717
9.352992354	49.9110792
9.394364823	49.7957554
9.411337983	53.2001916
9.420581420	50.0935186
9.424253276	50.3361050
9.446084914	55.3805752
9.451128987	50.1442071
9.457685580	52.2210708
9.464043241	54.9620175
9.476389289	54.8886349
9.481611867	55.3306999
9.482523829	58.1620373
9.504365707	56.0158747
9.511571054	58.1992699
9.515259366	61.5029670
9.529812243	56.5557450
9.547906278	57.4317649
9.549788884	60.1229740
9.558716468	58.2251677
9.562673364	53.0880428
9.565001251	55.8075944
9.584827314	63.1866784
9.585030039	63.3758474
9.586762360	61.0193127
9.591594790	63.6935403
9.623265669	64.1295977
9.625716535	62.8159939
9.643954593	54.3605030
9.645418210	62.3380263
9.645610359	62.7200293
9.653197941	69.5492026
9.659641394	68.3448660
9.662481991	63.4480178
9.676624297	64.7875595
9.684591542	68.7359616
9.705141089	62.0069574
9.709980183	65.5932614
9.711270244	65.0234345
9.734377537	70.6954703
9.740782161	70.3016119
9.751477740	70.9918495
9.758776135	69.4177297
9.765267633	71.0383127
9.776177646	73.9559808
9.782665912	69.7596638
9.785764304	71.4074733
9.788012593	73.6757845
9.790503178	76.4573642
9.813164265	70.9032214
9.814648321	80.6301811
9.818891650	75.0040168
9.828296020	72.3633194
9.841651546	80.3927632
9.853800053	76.5984491
9.854321873	77.8547897
9.860051048	74.2044921
9.866357618	74.9135517
9.876316995	78.1398564
9.876561493	75.0672609
9.893356862	74.2331420
9.915121282	75.4910484
9.920732523	70.2915014
9.940794786	82.6596089
9.953407408	77.2828350
9.957837064	80.6655029
